date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
1979-01-01 00:00:00,2,7,52,2.3,-4.1,-7.5,0.4,101900,9
1979-01-02 00:00:00,6,1.7,27,1.6,-2.6,-7.5,0,102530,8
1979-01-03 00:00:00,5,0,13,1.3,-2.8,-7.2,0,102050,4
1979-01-04 00:00:00,8,0,13,-0.3,-2.6,-6.5,0,100840,2
1979-01-05 00:00:00,6,2,29,5.6,-0.8,-1.4,0,102250,1
1979-01-06 00:00:00,5,3.8,39,8.3,-0.5,-6.6,0.7,102780,1
1979-01-07 00:00:00,8,0,13,8.5,1.5,-5.3,5.2,102520,0
1979-01-08 00:00:00,8,0.1,15,5.8,6.9,5.3,0.8,101870,0
1979-01-09 00:00:00,4,5.8,50,5.2,3.7,1.6,7.2,101170,0
1979-01-10 00:00:00,7,1.9,30,4.9,3.3,1.4,2.1,98700,0
1979-01-11 00:00:00,1,6.8,55,2.9,2.6,0.3,2.3,98960,0
1979-01-12 00:00:00,3,6.4,54,2,0.4,-2,0,100650,1
1979-01-13 00:00:00,1,7,57,4.3,-2.6,-7.1,0,102350,1
1979-01-14 00:00:00,7,0,14,6.7,-0.6,-5.6,0.8,102700,1
1979-01-15 00:00:00,,0,15,5.9,3.8,1,0.1,102990,0
1979-01-16 00:00:00,8,0,15,2.6,5,4.1,3.9,103100,0
1979-01-17 00:00:00,8,0,15,1.9,2.1,1.6,2.5,102220,0
1979-01-18 00:00:00,8,0,15,3,0.8,-0.2,0.2,101860,0
1979-01-19 00:00:00,8,0,16,7.2,0.8,-1.4,5.2,100910,0
1979-01-20 00:00:00,7,0,16,3.5,3.1,-1,0,100920,0
1979-01-21 00:00:00,,0,16,1.5,0,-3.5,0.1,102170,0
1979-01-22 00:00:00,8,0,16,0.3,-0.2,-1.8,6.2,101680,0
1979-01-23 00:00:00,7,0,17,2.9,-1,-2.3,1,100970,6
1979-01-24 00:00:00,3,4.8,54,5.6,-1.4,-5.6,1.4,101010,6
1979-01-25 00:00:00,8,0,17,2.8,0.6,-4.5,5.3,99660,1
1979-01-26 00:00:00,5,2.6,42,1.6,0.8,-1.1,0.1,99280,1
1979-01-27 00:00:00,4,2.1,39,4.5,-1.8,-5.2,0,99770,0
1979-01-28 00:00:00,7,3.1,47,4.8,0,-4.4,7.5,99470,0
1979-01-29 00:00:00,4,1,31,4,1.9,-1,4.4,98920,0
1979-01-30 00:00:00,5,0.8,30,7.3,0.7,-2.6,0.1,100070,0
1979-01-31 00:00:00,5,1.6,38,9.1,2.1,-3.1,2.4,101390,0
1979-02-01 00:00:00,8,0,19,4,5.2,1.2,10.1,99490,0
1979-02-02 00:00:00,5,1.4,37,5.9,2.8,1.5,0,99890,0
1979-02-03 00:00:00,1,8.7,85,4.5,0.9,-4.1,0,100770,0
1979-02-04 00:00:00,8,0.1,23,6,1.6,-1.2,0,100060,0
1979-02-05 00:00:00,6,0.8,33,4,3.7,1.4,0,100250,0
1979-02-06 00:00:00,4,6.8,78,6.8,1.2,-1.6,9,101020,0
1979-02-07 00:00:00,,0,21,3.7,3.3,-0.2,0.4,99450,0
1979-02-08 00:00:00,6,1.9,45,4,2,0.3,0,100740,0
1979-02-09 00:00:00,8,0,22,3.5,2.4,0.8,0,100310,0
1979-02-10 00:00:00,8,0,23,2.9,2.8,2.1,0,99730,0
1979-02-11 00:00:00,8,0,23,5.4,2.4,1.9,4.4,99170,0
1979-02-12 00:00:00,8,0.1,27,8.1,2.8,0.3,6.7,98430,1
1979-02-13 00:00:00,8,0,24,0.2,4.2,0.3,9.1,98130,0
1979-02-14 00:00:00,6,2.4,54,-0.8,-0.2,-0.7,0,99380,1
1979-02-15 00:00:00,7,0,25,0.6,-2.2,-3.7,0.1,100830,0
1979-02-16 00:00:00,8,0,25,-0.8,-1.2,-3.1,0,102270,1
1979-02-17 00:00:00,8,0,26,0.7,-1.2,-1.5,0,102180,0
1979-02-18 00:00:00,8,0,26,1.9,-0.6,-1.8,0,101970,0
1979-02-19 00:00:00,8,0,27,2.8,0.5,-0.9,0.1,102530,0
1979-02-20 00:00:00,,0,27,3.6,1.6,0.3,0,103010,0
1979-02-21 00:00:00,8,0,28,7.4,2.1,0.6,0.6,102640,0
1979-02-22 00:00:00,5,2.6,63,8.7,4.3,1.2,1.8,102790,0
1979-02-23 00:00:00,4,7.4,104,5.5,4.4,0.2,0,103430,0
1979-02-24 00:00:00,4,1.9,58,6.9,2.9,0.3,0,104130,0
1979-02-25 00:00:00,3,8.1,112,6.7,1.8,-3.4,0,104270,0
1979-02-26 00:00:00,,4.2,82,8.9,1.6,-3.4,0,103590,0
1979-02-27 00:00:00,6,4.4,85,6.1,3.7,-1.5,0.8,102090,0
1979-02-28 00:00:00,6,2.1,64,9.7,4.4,2.7,0.9,100040,0
1979-03-01 00:00:00,4,6.4,115,11.9,3.5,-2.7,0.2,101100,0
1979-03-02 00:00:00,8,0,35,12.6,6.8,1.6,0,101640,0
1979-03-03 00:00:00,8,0.1,40,10.5,11,9.4,5.3,101850,0
1979-03-04 00:00:00,4,8.7,140,11,7.4,4.3,0,102410,0
1979-03-05 00:00:00,4,6.4,121,9,5.4,-0.1,0,102730,0
1979-03-06 00:00:00,6,3.7,95,9.4,6.3,3.6,2.8,100950,0
1979-03-07 00:00:00,2,7.4,133,10.5,5.6,1.9,0,100800,0
1979-03-08 00:00:00,4,5.1,113,11,5.6,0.7,8,101590,0
1979-03-09 00:00:00,6,1.6,72,11.5,7.8,4.5,3.1,99940,0
1979-03-10 00:00:00,7,0,40,13.8,5.8,0,3.8,100740,0
1979-03-11 00:00:00,7,0.2,48,10.7,8.2,2.7,0,100110,0
1979-03-12 00:00:00,5,4.8,115,4.9,7.2,3.7,1.1,100880,0
1979-03-13 00:00:00,8,0,42,3.8,4.6,4.4,20.3,100800,0
1979-03-14 00:00:00,8,0,43,2.5,2.8,1.8,0.5,100580,0
1979-03-15 00:00:00,8,0,43,1.3,1.8,1.2,3.1,100020,0
1979-03-16 00:00:00,8,0,44,6.9,0.7,0.1,11.8,99160,0
1979-03-17 00:00:00,5,4.3,116,9.1,3.5,0.1,0.3,99460,1
1979-03-18 00:00:00,6,4.4,119,6.1,5.1,1.1,0.7,99970,0
1979-03-19 00:00:00,7,0.2,54,11,4.2,2.4,1,100230,0
1979-03-20 00:00:00,6,4,116,8.5,7,3,2.4,99550,0
1979-03-21 00:00:00,4,6.7,149,9.6,5.7,2.9,3.3,99490,0
1979-03-22 00:00:00,4,6,143,9.2,5,0.5,0.1,100520,0
1979-03-23 00:00:00,1,10.7,194,11.5,3.1,-3,0,101660,0
1979-03-24 00:00:00,5,7,158,15.3,5,-1.6,9.1,101330,0
1979-03-25 00:00:00,7,0.7,70,8,10.2,5,0.2,99040,0
1979-03-26 00:00:00,7,1.4,85,11.3,6.2,4.3,5.4,98870,0
1979-03-27 00:00:00,6,5.8,148,8.1,7.2,3,4.2,98270,0
1979-03-28 00:00:00,7,3.1,114,7.6,4.8,1.4,4.1,98400,0
1979-03-29 00:00:00,8,0.7,74,7.6,4.8,1.9,3.3,99540,0
1979-03-30 00:00:00,8,0,53,10.6,5.5,3.4,0.7,101330,0
1979-03-31 00:00:00,7,0.2,62,11.6,5.4,0.3,0.1,101270,0
1979-04-01 00:00:00,6,2.7,112,8.3,8,4.5,2.8,100890,0
1979-04-02 00:00:00,5,3.4,124,8.6,4.4,0.5,3,100240,0
1979-04-03 00:00:00,5,3.1,121,7.9,3.8,-1.1,0,99910,0
1979-04-04 00:00:00,4,2.7,116,8,4,0,0,100270,0
1979-04-05 00:00:00,6,2.1,107,7.9,4,0,0.1,100920,0
1979-04-06 00:00:00,5,0.1,63,9.8,3.1,-1.7,0,101170,0
1979-04-07 00:00:00,8,2.3,112,9.3,5.8,1.8,28.5,101230,0
1979-04-08 00:00:00,8,0,58,13.7,6.8,4.2,7.8,101100,0
1979-04-09 00:00:00,8,1.8,105,16.1,9.5,5.3,0,100480,0
1979-04-10 00:00:00,7,1.3,96,15.9,11.8,7.5,8.4,99850,0
1979-04-11 00:00:00,6,5.1,159,12.8,13.1,10.3,0.2,99720,0
1979-04-12 00:00:00,5,4.8,156,17.5,10.1,7.4,1.9,100420,0
1979-04-13 00:00:00,7,5.9,173,21.7,12.8,8,0,101140,0
1979-04-14 00:00:00,6,9.4,219,22.4,15.2,8.6,0,101360,0
1979-04-15 00:00:00,6,8.1,205,15.2,15.3,8.2,0,102270,0
1979-04-16 00:00:00,5,9.9,228,9,11.3,7.4,0,102730,0
1979-04-17 00:00:00,7,0,64,13.2,7.3,5.6,0,102910,0
1979-04-18 00:00:00,3,10.9,243,14.5,7.2,1.2,0,103120,0
1979-04-19 00:00:00,7,0.7,90,12.7,10.2,5.9,1.4,102630,0
1979-04-20 00:00:00,7,2.4,126,12.3,10.6,8.4,0,101980,0
1979-04-21 00:00:00,6,0.3,80,13.5,8,3.7,0,101370,0
1979-04-22 00:00:00,7,4.3,160,13.5,8.7,3.9,5,100750,0
1979-04-23 00:00:00,7,0.4,84,11.5,11,8.4,11.6,99390,0
1979-04-24 00:00:00,6,2.9,139,11.4,9,6.5,0.9,99640,0
1979-04-25 00:00:00,6,5.8,186,12,7.4,3.5,2.9,100740,0
1979-04-26 00:00:00,6,5.5,182,12,8.6,5.2,0.1,101940,0
1979-04-27 00:00:00,6,2.8,139,12.6,9.3,6.6,2.4,102830,0
1979-04-28 00:00:00,7,0.8,98,13.9,9.8,6.9,0.4,101900,0
1979-04-29 00:00:00,6,0.1,76,10.9,8,2.1,0.1,101240,0
1979-04-30 00:00:00,6,6.7,204,7.5,8.2,5.5,0.1,100820,0
1979-05-01 00:00:00,8,0.3,86,8,5.6,3.8,14.2,100280,0
1979-05-02 00:00:00,5,7.2,214,10,4.6,1.1,1.4,100480,0
1979-05-03 00:00:00,3,9.4,245,9.1,4.6,-0.9,0,100930,0
1979-05-04 00:00:00,3,9.9,252,11.1,4.4,-0.3,0.4,101590,0
1979-05-05 00:00:00,4,9.1,243,12.4,6.4,1.7,0,102060,0
1979-05-06 00:00:00,4,8.8,240,15,6.7,1,0,102340,0
1979-05-07 00:00:00,7,5.9,199,16,9.4,3.9,0,102110,0
1979-05-08 00:00:00,7,3.2,156,15.6,11.2,6.4,0,101960,0
1979-05-09 00:00:00,4,8.4,237,13.6,10,4.5,0,102300,0
1979-05-10 00:00:00,8,0.5,97,16.1,10.4,7.3,17.8,102700,0
1979-05-11 00:00:00,8,0.1,82,20.8,12.6,9.2,0.4,102230,0
1979-05-12 00:00:00,7,4.9,188,23.4,16,11.2,0,103000,0
1979-05-13 00:00:00,4,13,301,26.1,17.4,11.5,0,103160,0
1979-05-14 00:00:00,2,14.2,311,26.2,18.5,10.9,0,102810,0
1979-05-15 00:00:00,3,13.4,308,22.5,19.6,12.9,0,101770,0
1979-05-16 00:00:00,6,6.7,219,15.2,17.4,12.4,1.1,100410,0
1979-05-17 00:00:00,5,10,266,16,11.8,8.5,0.2,100130,0
1979-05-18 00:00:00,4,10.7,276,17.2,12.2,8.3,0,100910,0
1979-05-19 00:00:00,1,14.3,303,14,10.9,4.6,0.5,101780,0
1979-05-20 00:00:00,7,0,79,15.1,11.2,8.5,15.5,100650,0
1979-05-21 00:00:00,6,6.3,216,15.8,11.8,8.4,7.1,100470,0
1979-05-22 00:00:00,6,8.7,252,14.3,11.7,7.6,3.9,100790,0
1979-05-23 00:00:00,5,6,212,14.6,11.8,9.4,1.3,100440,0
1979-05-24 00:00:00,4,10,271,13.4,11,7.3,5.7,100620,0
1979-05-25 00:00:00,5,8.5,251,15.5,9.4,5.4,5.6,100560,0
1979-05-26 00:00:00,7,0.9,115,15.9,11,6.6,5.6,100080,0
1979-05-27 00:00:00,4,3.3,168,15.9,11.3,6.7,0,100520,0
1979-05-28 00:00:00,6,1.3,126,18.6,11.6,7.2,4.2,100910,0
1979-05-29 00:00:00,7,3.3,169,20.1,15.8,13,0.1,101160,0
1979-05-30 00:00:00,7,1.7,136,16.2,16.1,12.1,2,101390,0
1979-05-31 00:00:00,7,0.6,108,18.7,13.8,11.5,0,101700,0
1979-06-01 00:00:00,6,6.8,230,21.2,13.6,8.4,1.9,102750,0
1979-06-02 00:00:00,7,5.9,216,19.2,16.4,11.5,0,102760,0
1979-06-03 00:00:00,8,2,145,19.3,15,10.8,0,102290,0
1979-06-04 00:00:00,7,0,80,20.4,15.9,12.5,0,101790,0
1979-06-05 00:00:00,6,6.2,222,16.7,16.5,12.6,0,101830,0
1979-06-06 00:00:00,5,7.3,239,14.4,12.5,8.3,0,101870,0
1979-06-07 00:00:00,5,2.5,157,17.2,12,9.5,5.7,101790,0
1979-06-08 00:00:00,6,3.8,182,18.7,12.2,7.3,0,101740,0
1979-06-09 00:00:00,7,0.3,98,17.9,15.4,12.2,0,101720,0
1979-06-10 00:00:00,7,2.5,157,16.2,15,12.1,4,101930,0
1979-06-11 00:00:00,7,0.2,94,15.4,13,9.7,0.1,102020,0
1979-06-12 00:00:00,7,0,81,18.1,12.4,9.4,7.9,101940,0
1979-06-13 00:00:00,8,0.6,110,16.4,15.3,12.5,7.2,101150,0
1979-06-14 00:00:00,7,1.2,127,16.1,14.4,12.5,2.1,100630,0
1979-06-15 00:00:00,6,3.2,172,19.2,11.8,7.4,4.5,100650,0
1979-06-16 00:00:00,6,5.8,218,20.7,14.6,9.9,0,102150,0
1979-06-17 00:00:00,7,0.6,110,22.6,17,13.3,0,102920,0
1979-06-18 00:00:00,5,6.2,224,25.5,18.7,14.8,0,102960,0
1979-06-19 00:00:00,1,9.8,277,25.8,19,12.6,0,102570,0
1979-06-20 00:00:00,2,11.3,297,19.4,19,12.2,0,102030,0
1979-06-21 00:00:00,6,0.6,110,20.1,17,14.6,0.9,101500,0
1979-06-22 00:00:00,1,15,343,19.5,15.2,10.3,0,101730,0
1979-06-23 00:00:00,5,6.1,223,16.6,14.9,10.3,0,101270,0
1979-06-24 00:00:00,5,5.5,213,18.5,13.8,11,1.2,100720,0
1979-06-25 00:00:00,5,8.6,260,19.9,14,9.5,2.1,101250,0
1979-06-26 00:00:00,6,7.5,244,21.4,15.2,10.5,0,101640,0
1979-06-27 00:00:00,5,5.9,219,20.8,16,10.6,0,101970,0
1979-06-28 00:00:00,4,9.3,269,17.6,15.5,10.2,0,102070,0
1979-06-29 00:00:00,6,5.5,212,16.6,15.8,13.9,0,101890,0
1979-06-30 00:00:00,7,0.1,89,18.5,14.1,11.6,0,102260,0
1979-07-01 00:00:00,5,3.6,179,18.7,13.8,9,0,102510,0
1979-07-02 00:00:00,5,4.7,198,22.1,15.1,11.5,0,102390,0
1979-07-03 00:00:00,5,7.1,236,23.4,16.9,11.7,0,102470,0
1979-07-04 00:00:00,4,6.3,224,25.5,18.4,13.4,0,102840,0
1979-07-05 00:00:00,2,12.5,285,25.1,19.3,13.1,0,102970,0
1979-07-06 00:00:00,4,8.5,256,21.9,19.6,14.1,0,102680,0
1979-07-07 00:00:00,6,5.5,210,23.1,17.6,13.4,0,102140,0
1979-07-08 00:00:00,7,5.6,212,20.8,18,13,0.5,101970,0
1979-07-09 00:00:00,6,8.1,249,22,18.6,16.5,0,101820,0
1979-07-10 00:00:00,6,8.6,256,20.8,17.2,12.4,0,102370,0
1979-07-11 00:00:00,7,0.6,107,25.1,17.4,14,0,102180,0
1979-07-12 00:00:00,4,13,304,26.2,18.4,11.6,0,101840,0
1979-07-13 00:00:00,3,10.3,278,22.1,19.3,12.4,0,102060,0
1979-07-14 00:00:00,5,11.2,289,21.1,17.6,13,0,102640,0
1979-07-15 00:00:00,7,4.5,190,23.6,18.3,15.5,0,102730,0
1979-07-16 00:00:00,7,3.1,165,26.7,17.8,12.1,0,102370,0
1979-07-17 00:00:00,3,11.9,296,21.8,20,13.4,0,102030,0
1979-07-18 00:00:00,6,0.6,105,17.7,18.9,16,0,101360,0
1979-07-19 00:00:00,8,0.7,108,21.5,15.8,14,0,101400,0
1979-07-20 00:00:00,6,8.7,252,19.5,17.6,13.6,0,101450,0
1979-07-21 00:00:00,6,3.5,170,18.1,16.2,13,0,101380,0
1979-07-22 00:00:00,6,0.1,84,18.7,13.8,9.4,0,102260,0
1979-07-23 00:00:00,7,0.4,97,21.1,15.8,12.9,0,102440,0
1979-07-24 00:00:00,6,2.3,145,25.2,16.7,12.3,8.5,102050,0
1979-07-25 00:00:00,5,5.8,206,27.1,18.9,12.6,0,101860,0
1979-07-26 00:00:00,6,10.7,274,29.9,20.2,13.2,0,101970,0
1979-07-27 00:00:00,5,11.3,280,27.4,22.2,14.6,0,102060,0
1979-07-28 00:00:00,5,5.8,204,19.8,21.9,16.4,8,101890,0
1979-07-29 00:00:00,6,0.9,110,21.5,18.6,17.3,0.1,101070,0
1979-07-30 00:00:00,6,0.7,103,20.8,17.8,14.1,2.4,100830,0
1979-07-31 00:00:00,6,5.9,203,23.1,17.8,14.8,2.2,100220,0
1979-08-01 00:00:00,5,6.1,205,21.6,18.6,14.1,0,100070,0
1979-08-02 00:00:00,5,5.3,192,20,17.8,14,1,100530,0
1979-08-03 00:00:00,6,4.2,174,21.6,17,14,3,101320,0
1979-08-04 00:00:00,6,7.2,219,22.5,17.9,14.2,0,102030,0
1979-08-05 00:00:00,6,9.7,251,24.8,17,11.4,0,101900,0
1979-08-06 00:00:00,6,5.5,192,23.1,19.2,13.6,0.2,101360,0
1979-08-07 00:00:00,7,3.2,153,20.1,19.6,16.1,0,100740,0
1979-08-08 00:00:00,6,2.7,144,20.1,15.7,11.3,11,101090,0
1979-08-09 00:00:00,6,3.3,154,20,16.6,13,3.1,100340,0
1979-08-10 00:00:00,6,5.5,188,23.6,15,9.9,0.3,101470,0
1979-08-11 00:00:00,6,5.5,187,25,19.3,15,0.9,101570,0
1979-08-12 00:00:00,6,1.5,116,21.5,20.6,16.3,0,101800,0
1979-08-13 00:00:00,8,0.2,79,20.4,19.2,16.9,1.2,101450,0
1979-08-14 00:00:00,6,8.1,220,21.3,18.6,16.7,0,100190,0
1979-08-15 00:00:00,4,9.1,232,21,16,10.7,0,101210,0
1979-08-16 00:00:00,5,6.2,192,18.3,15.4,9.8,5.8,101370,0
1979-08-17 00:00:00,7,0.7,93,18.2,16,13.7,2.3,100550,0
1979-08-18 00:00:00,7,0.1,72,19.8,15.4,12.7,0,101440,0
1979-08-19 00:00:00,6,0.6,89,22.8,16.6,13.4,0,101680,0
1979-08-20 00:00:00,6,6.4,190,19.8,17.4,11.9,2.3,101820,0
1979-08-21 00:00:00,5,9.9,233,19.6,16.6,13.4,0.2,101480,0
1979-08-22 00:00:00,4,8.1,210,16.1,14.8,10,0,101380,0
1979-08-23 00:00:00,4,5.4,173,16.9,12.4,8.8,2.1,100820,0
1979-08-24 00:00:00,6,2.7,130,18.3,13.3,9.7,0,100940,0
1979-08-25 00:00:00,6,2.5,126,18.7,13.2,8,0,101080,0
1979-08-26 00:00:00,5,7.4,196,17.4,14.6,10.5,0,101520,0
1979-08-27 00:00:00,4,8.3,205,21.8,13.4,9.4,0,102080,0
1979-08-28 00:00:00,0,12.5,251,23.9,13.8,5.7,0,102530,0
1979-08-29 00:00:00,4,12,244,26,16.4,9,0,102560,0
1979-08-30 00:00:00,3,10.6,227,23.1,18.8,11.7,0,102090,0
1979-08-31 00:00:00,6,0.8,86,22.8,18,13,0,102000,0
1979-09-01 00:00:00,6,4.6,145,21.6,19.1,15.4,3.6,101790,0
1979-09-02 00:00:00,6,6.3,166,19.4,18.3,15,0.9,101410,0
1979-09-03 00:00:00,7,1.6,97,21.7,16.2,13.1,0,101660,0
1979-09-04 00:00:00,4,8,182,23.6,16.1,10.5,0,102500,0
1979-09-05 00:00:00,0,11.3,215,25.9,16.8,10,0,101980,0
1979-09-06 00:00:00,2,8.5,185,21.9,19.2,12.6,0,101150,0
1979-09-07 00:00:00,4,8.6,184,24.3,17.2,12.5,0,101770,0
1979-09-08 00:00:00,,5.9,153,21.8,17.9,11.5,0,101870,0
1979-09-09 00:00:00,6,3.7,124,21.2,18.5,15.2,0,101990,0
1979-09-10 00:00:00,7,3.9,125,23.2,17.7,14.2,0,102460,0
1979-09-11 00:00:00,2,9.5,187,17.4,16.8,10.3,0,102250,0
1979-09-12 00:00:00,4,2.4,102,18.5,13.6,9.8,0,101910,0
1979-09-13 00:00:00,4,9.9,187,18.2,15.4,12.4,0,101880,0
1979-09-14 00:00:00,4,7.1,157,17.4,11.4,4.7,0,102260,0
1979-09-15 00:00:00,3,10.6,190,20.2,11.7,6,0,102860,0
1979-09-16 00:00:00,1,11.2,194,21.2,13.6,6.9,0,102530,0
1979-09-17 00:00:00,4,5.2,132,20.4,15.4,9.6,0,101540,0
1979-09-18 00:00:00,8,0,46,18.3,16.3,12.2,5.5,101230,0
1979-09-19 00:00:00,8,0,46,17.6,17.4,16.4,7,101340,0
1979-09-20 00:00:00,3,10.9,184,15.5,14.2,10.7,0,101240,0
1979-09-21 00:00:00,3,6.4,139,14.2,10.5,5.5,3.3,101680,0
1979-09-22 00:00:00,2,9.3,166,14.7,9.2,4.3,0,102230,0
1979-09-23 00:00:00,5,0.5,59,16.6,9.5,4.3,0.3,102270,0
1979-09-24 00:00:00,5,7.9,149,18.6,12.1,7.6,0,102350,0
1979-09-25 00:00:00,8,0.6,60,21,13.5,8.4,0,102100,0
1979-09-26 00:00:00,7,1.4,73,17.7,17.2,13.5,0.2,101880,0
1979-09-27 00:00:00,6,6.5,131,17.4,15.4,13.2,0,102590,0
1979-09-28 00:00:00,4,7.4,138,17.1,12.5,7.6,0,103190,0
1979-09-29 00:00:00,5,6.9,132,18.7,12,6.8,0,102800,0
1979-09-30 00:00:00,6,1.5,71,19,14.4,10.1,0,102070,0
1979-10-01 00:00:00,5,4.6,107,20.5,14.3,9.6,0,101850,0
1979-10-02 00:00:00,5,6.3,122,20.1,13.6,6.7,0,101820,0
1979-10-03 00:00:00,7,0.7,55,17,15.7,11.3,0.9,101170,0
1979-10-04 00:00:00,7,1.8,71,17.1,15.6,14.3,0,100500,0
1979-10-05 00:00:00,3,9.1,141,18.8,11.6,6.1,0,100880,0
1979-10-06 00:00:00,6,5.4,108,19.9,13.2,7.7,2.1,100920,0
1979-10-07 00:00:00,5,5.7,109,21.7,15.9,11.9,0,101140,0
1979-10-08 00:00:00,7,5.3,104,21.1,16.3,10.9,10.5,101390,0
1979-10-09 00:00:00,7,3.9,90,16.7,18.2,15.2,9.1,100910,0
1979-10-10 00:00:00,8,0,33,18.4,15.6,14.4,11.9,100280,0
1979-10-11 00:00:00,5,7.1,115,19.2,14.4,10.5,0.1,100310,0
1979-10-12 00:00:00,5,6,105,18.1,14.6,10,0.3,99820,0
1979-10-13 00:00:00,6,2.4,70,17.3,15.6,13,0,99350,0
1979-10-14 00:00:00,5,5.3,96,17.9,13.1,8.9,0,99510,0
1979-10-15 00:00:00,,2.7,71,16,12.4,7,0,99970,0
1979-10-16 00:00:00,7,3.1,74,16,12.6,9.2,0,101160,0
1979-10-17 00:00:00,7,1.7,58,15.8,12.6,9.1,1,102210,0
1979-10-18 00:00:00,3,9.5,121,18,12.2,8.6,0,102730,0
1979-10-19 00:00:00,6,5.7,93,14.4,13.4,8.8,0,102560,0
1979-10-20 00:00:00,7,0.6,41,15,12.4,10.5,0,102690,0
1979-10-21 00:00:00,4,3.7,74,13.8,10.6,6.3,0,102730,0
1979-10-22 00:00:00,4,3.9,74,11.8,11.2,8.5,0,102300,0
1979-10-23 00:00:00,6,4.3,77,13.7,9,6.1,0,101820,0
1979-10-24 00:00:00,6,2.3,58,13.6,10.8,7.8,7.3,101330,0
1979-10-25 00:00:00,8,0,26,12.9,11.6,9.6,18.8,100710,0
1979-10-26 00:00:00,8,0,25,12.4,11.6,10.2,3.1,100740,0
1979-10-27 00:00:00,3,6.1,85,10.6,9.1,5.8,0,100950,0
1979-10-28 00:00:00,3,4.3,71,12.1,5.8,0.9,0,100830,0
1979-10-29 00:00:00,4,8,95,14.3,7.7,3.3,0,100930,0
1979-10-30 00:00:00,7,0,24,14.9,8.5,2.7,3.6,101050,0
1979-10-31 00:00:00,5,5.4,76,13.9,11.2,7.5,0,100710,0
1979-11-01 00:00:00,4,3.6,62,13.2,10,6.2,0,101480,0
1979-11-02 00:00:00,4,7.6,87,15.1,7.5,1.8,5.4,102630,0
1979-11-03 00:00:00,8,0,22,15.1,9.9,4.7,0.3,102310,0
1979-11-04 00:00:00,7,0,22,12.5,12.8,10.6,0.8,101320,0
1979-11-05 00:00:00,4,4.9,67,13.1,10,7.4,3.4,100580,0
1979-11-06 00:00:00,8,0.1,24,13.8,10.8,8.6,4.8,100010,0
1979-11-07 00:00:00,6,0,21,9.6,10.2,6.5,3.6,100200,0
1979-11-08 00:00:00,7,0,20,9.5,6.8,4,0.6,100510,0
1979-11-09 00:00:00,3,5.5,67,9.1,6.2,2.8,2.3,100930,0
1979-11-10 00:00:00,1,7.5,77,11,3.6,-1.8,0,102230,0
1979-11-11 00:00:00,7,0.2,24,7.4,5.7,0.4,9.2,101740,0
1979-11-12 00:00:00,5,3.4,51,6.5,5.6,3.7,0,100810,0
1979-11-13 00:00:00,4,6.2,67,7.3,2.4,-1.8,2.6,100890,0
1979-11-14 00:00:00,8,0.1,21,5.8,3.3,-0.7,1.2,99310,0
1979-11-15 00:00:00,8,0.1,21,6.2,4.4,3.1,1.4,99210,0
1979-11-16 00:00:00,7,0,18,8.5,4.4,2.5,0.5,99890,0
1979-11-17 00:00:00,,0,17,10,4.8,1.2,0.9,100840,0
1979-11-18 00:00:00,4,6.5,64,9.8,6,2,0,100570,0
1979-11-19 00:00:00,4,2.3,39,6.4,6.2,2.5,0,101710,0
1979-11-20 00:00:00,,0,17,6.4,3.4,0.5,0,102950,0
1979-11-21 00:00:00,,0,16,10.2,3,-0.4,0.2,103390,0
1979-11-22 00:00:00,8,0,16,11.3,5,-0.3,0.1,102890,0
1979-11-23 00:00:00,7,0.2,20,8.5,8.8,6.2,0.1,102160,0
1979-11-24 00:00:00,2,5.6,55,14,4.4,0.2,0,102200,0
1979-11-25 00:00:00,6,0,15,15,7.6,1.3,0,102110,0
1979-11-26 00:00:00,8,0,15,14.5,11.3,7.6,10.8,101530,0
1979-11-27 00:00:00,7,0.2,19,12.9,11.2,8,0,102290,0
1979-11-28 00:00:00,4,2.4,36,12.4,11.4,9.8,0,102590,0
1979-11-29 00:00:00,4,1.1,27,14.4,8.2,4,0.1,102270,0
1979-11-30 00:00:00,6,0.6,22,13.5,10,5.6,0,101670,0
1979-12-01 00:00:00,6,2.9,36,14.2,11.2,9,0,101950,0
1979-12-02 00:00:00,8,0,13,13.3,11.8,9.4,0.6,101870,0
1979-12-03 00:00:00,4,3.1,36,14.1,10.4,7.6,0,102150,0
1979-12-04 00:00:00,6,0.7,21,15.6,9.8,5.6,0,102280,0
1979-12-05 00:00:00,8,0,13,14.7,12.2,8.8,4.1,101550,0
1979-12-06 00:00:00,8,0,13,13.6,11.7,8.7,0,102250,0
1979-12-07 00:00:00,7,0,13,11.7,11.9,10.2,1.8,101440,0
1979-12-08 00:00:00,7,0,13,14.3,11.2,10.7,2,100880,0
1979-12-09 00:00:00,7,0.4,18,11.2,11.4,8.4,8.6,99490,0
1979-12-10 00:00:00,4,3.8,38,8.4,9.6,8,6.7,98860,0
1979-12-11 00:00:00,6,0,12,11.9,7.6,6.7,0.7,99040,0
1979-12-12 00:00:00,5,0,12,11.7,6.8,1.8,2,101150,0
1979-12-13 00:00:00,5,3,33,11.4,7.5,3.3,13.8,100200,0
1979-12-14 00:00:00,6,4.4,40,8,7.9,4.4,3.7,99130,0
1979-12-15 00:00:00,6,0.8,20,10.5,6.8,5.7,0.3,98480,0
